(2.23606797749979, 26.56505117707799, 0)
(2.23606797749979, 26.56505117707799, 1)
(2.000024999843752, 0.2864765102770745, 1)
(2.000099997500125, 0.5729386976834859, 1)
(2.0002249873451734, 0.8593722436446808, 1)
(2.000399960007998, 1.1457628381751035, 1)
(2.000624902374256, 1.4320961841646465, 1)
(2.0008997975910736, 1.7183580016554574, 1)
(2.0012246250733576, 2.004534032105904, 1)
(2.001599360511489, 2.2906100426385296, 1)
(2.002023975880409, 2.5765718302688305, 1)
(2.0024984394500787, 2.8624052261117474, 1)
(2.0030227157973024, 3.148096099562759, 1)
(2.003596765818911, 3.433630362450522, 1)
(2.0042205467462906, 3.7189939731580433, 1)
(2.0048940121612415, 4.004172940709388, 1)
(2.005617112013158, 4.289153328819019, 1)
(2.0063897926375125, 4.573921259900861, 1)
(2.0072119967756272, 4.858462919034287, 1)
(2.008083663595718, 5.1427645578842425, 1)
(2.0090047287151913, 5.42681249857282, 1)
(2.009975124224178, 5.710593137499643, 1)
(2.010994778710278, 5.994092949108471, 1)
(2.0120636172845034, 6.2772984895975545, 1)
(2.0131815616083912, 6.560196400571309, 1)
(2.0143485299222674, 6.842773412630941, 1)
(2.0155644370746373, 7.125016348901798, 1)
(2.016829194552677, 7.40691212849523, 1)
(2.018142710513803, 7.688447769902874, 1)
(2.019504889818294, 7.96961039432136, 1)
(2.0209156340629364, 8.250387228905499, 1)
(2.0223748416156684, 8.530765609948133, 1)
(2.0238824076511954, 8.81073298598491, 1)
(2.025438224187546, 9.090276920822323, 1)
(2.0270421801235416, 9.369385096487482, 1)
(2.02869416127715, 9.648045316098157, 1)
(2.0303940504246953, 9.926245506651707, 1)
(2.032141727340886, 10.203973721731685, 1)
(2.033937068839643, 10.48121814413092, 1)
(2.0357799488156867, 10.757967088390005, 1)
(2.037670238286853, 11.03420900325025, 1)
(2.039607805437114, 11.309932474020215, 1)
(2.0415925156602626, 11.585126224855049, 1)
(2.0436242316042352, 11.85977912094798, 1)
(2.045702813216035, 12.133880170633349, 1)
(2.047828117787233, 12.407418527400745, 1)
(2.05, 12.68038349181982, 1)
(2.0522183119736552, 12.952764513375518, 1)
(2.0544829033116825, 13.224551192213529, 1)
(2.0567936211491906, 13.495733280795813, 1)
(2.0591503102007875, 13.766300685466257, 1)
(2.0615528128088303, 14.036243467926479, 1)
(2.0640009689920205, 14.305551846621954, 1)
(2.0664946164943183, 14.574216198038739, 1)
(2.0690335908341364, 14.842227057911101, 1)
(2.0716177253537875, 15.109575122340466, 1)
(2.074246851269154, 15.37625124882619, 1)
(2.076920797719547, 15.642246457208728, 1)
(2.0796393918177256, 15.907551930525845, 1)
(2.082402458700047, 16.172159015782555, 1)
(2.085209821576716, 16.436059224635645, 1)
(2.08806130178211, 16.69924423399362, 1)
(2.090956718825141, 16.961705886532908, 1)
(2.093895890439637, 17.223436191131462, 1)
(2.0968786326347075, 17.484427323220704, 1)
(2.09990475974507, 17.744671625056935, 1)
(2.102974084481309, 18.00416160591338, 1)
(2.106086417980041, 18.26288994219413, 1)
(2.1092415698539604, 18.520849477471106, 1)
(2.1124393482417427, 18.778033222445544, 1)
(2.1156795598577776, 19.03443435483519, 1)
(2.118962010041709, 19.290046219188735, 1)
(2.122286502807762, 19.544862326628774, 1)
(2.1256528408938276, 19.79887635452493, 1)
(2.129060825810291, 20.052082146098538, 1)
(2.1325102578885757, 20.304473709960437, 1)
(2.1360009363293826, 20.556045219583467, 1)
(2.139532659250613, 20.80679101271123, 1)
(2.143105223734943, 21.056705590704777, 1)
(2.1467184258770406, 21.30578361782877, 1)
(2.150372060830404, 21.554019920478844, 1)
(2.154065922853802, 21.80140948635181, 1)
(2.1577998053572998, 22.047947463560384, 1)
(2.1615735009478625, 22.29362915969408, 1)
(2.165386801474508, 22.53845004082809, 1)
(2.169239498073, 22.782405730481692, 1)
(2.173131381210073, 23.025492008528037, 1)
(2.1770622407271687, 23.26770481005695, 1)
(2.181031865883669, 23.509040224192457, 1)
(2.185040045399626, 23.749494492866763, 1)
(2.18908656749796, 23.98906400955239, 1)
(2.193171219946131, 24.22774531795417, 1)
(2.197293790097264, 24.465535110662746, 1)
(2.201454064930722, 24.702430227771313, 1)
(2.205651831092115, 24.938427655457225, 1)
(2.209886874932742, 25.173524524530166, 1)
(2.2141589825484527, 25.407718108948476, 1)
(2.2184679398179274, 25.641005824305285, 1)
(2.222813532440362, 25.873385226286093, 1)
(2.227195545972558, 26.104854009099295, 1)
(2.231613765865411, 26.335410003881346, 1)
(2.23606797749979, 26.56505117707799, 1)
(2.8284271247461903, 45.0, 1)
